kernel,kind,omega,method,trial,spurious_ref_count,spurious_residual_count,spectral_gap,rank
rbf(gamma=0.7262732271234676),omega=0.5,0.5,Reduced Rank,9,,5,0.009690455458799319,5
rbf(gamma=0.050786350523342905),omega=1.0,1.0,Principal Components (kDMD),0,,5,0.010757739342705408,5
rbf(gamma=0.10157270104668581),omega=1.0,1.0,Principal Components (kDMD),0,,5,0.01013482257190157,5
rbf(gamma=0.20314540209337162),omega=1.0,1.0,Principal Components (kDMD),0,,5,0.0094348098244601,5
rbf(gamma=0.40629080418674324),omega=1.0,1.0,Principal Components (kDMD),0,,5,0.009141768563927677,5
rbf(gamma=0.8125816083734865),omega=1.0,1.0,Principal Components (kDMD),0,,5,0.00997848760315434,5
rbf(gamma=0.03993891032482812),omega=1.0,1.0,Principal Components (kDMD),1,,5,0.009846389989760063,5
rbf(gamma=0.07987782064965623),omega=1.0,1.0,Principal Components (kDMD),1,,5,0.009183478943574075,5
rbf(gamma=0.15975564129931247),omega=1.0,1.0,Principal Components (kDMD),1,,5,0.00847028440512343,5
rbf(gamma=0.31951128259862493),omega=1.0,1.0,Principal Components (kDMD),1,,5,0.008170537358452856,5
rbf(gamma=0.6390225651972499),omega=1.0,1.0,Principal Components (kDMD),1,,5,0.008436038956317615,5
rbf(gamma=0.05199613938182173),omega=1.0,1.0,Principal Components (kDMD),2,,5,0.012497855038012151,5
rbf(gamma=0.10399227876364346),omega=1.0,1.0,Principal Components (kDMD),2,,5,0.012241677565582698,5
rbf(gamma=0.20798455752728692),omega=1.0,1.0,Principal Components (kDMD),2,,5,0.012263985573269798,5
rbf(gamma=0.41596911505457385),omega=1.0,1.0,Principal Components (kDMD),2,,5,0.012946005157875917,5
rbf(gamma=0.8319382301091477),omega=1.0,1.0,Principal Components (kDMD),2,,5,0.014620122170004524,5
rbf(gamma=0.03900692880861736),omega=1.0,1.0,Principal Components (kDMD),3,,5,0.008320826832735273,5
rbf(gamma=0.07801385761723471),omega=1.0,1.0,Principal Components (kDMD),3,,5,0.007351586295983759,5
rbf(gamma=0.15602771523446943),omega=1.0,1.0,Principal Components (kDMD),3,,5,0.0060554826074492585,5
rbf(gamma=0.31205543046893885),omega=1.0,1.0,Principal Components (kDMD),3,,5,0.00476452314569864,5
rbf(gamma=0.6241108609378777),omega=1.0,1.0,Principal Components (kDMD),3,,5,0.0038406937769179805,5
rbf(gamma=0.04422918706350977),omega=1.0,1.0,Principal Components (kDMD),4,,5,0.010138467689757125,5
rbf(gamma=0.08845837412701954),omega=1.0,1.0,Principal Components (kDMD),4,,5,0.009837698352569424,5
rbf(gamma=0.17691674825403908),omega=1.0,1.0,Principal Components (kDMD),4,,5,0.009953017281600585,5
rbf(gamma=0.35383349650807816),omega=1.0,1.0,Principal Components (kDMD),4,,5,0.011615894772432078,5
rbf(gamma=0.7076669930161563),omega=1.0,1.0,Principal Components (kDMD),4,,5,0.011048916215520288,5
rbf(gamma=0.04934002200761012),omega=1.0,1.0,Principal Components (kDMD),5,,5,0.010804873992496966,5
rbf(gamma=0.09868004401522024),omega=1.0,1.0,Principal Components (kDMD),5,,5,0.010452736540716767,5
rbf(gamma=0.19736008803044047),omega=1.0,1.0,Principal Components (kDMD),5,,5,0.010226829671975968,5
rbf(gamma=0.39472017606088095),omega=1.0,1.0,Principal Components (kDMD),5,,5,0.010322053375083518,5
rbf(gamma=0.7894403521217619),omega=1.0,1.0,Principal Components (kDMD),5,,5,0.011081719359193665,5
rbf(gamma=0.03838346396753446),omega=1.0,1.0,Principal Components (kDMD),6,,4,0.00849614239263996,5
rbf(gamma=0.07676692793506892),omega=1.0,1.0,Principal Components (kDMD),6,,5,0.008251038545282308,5
rbf(gamma=0.15353385587013785),omega=1.0,1.0,Principal Components (kDMD),6,,5,0.008231744663790619,5
rbf(gamma=0.3070677117402757),omega=1.0,1.0,Principal Components (kDMD),6,,5,0.008907301453265237,5
rbf(gamma=0.6141354234805514),omega=1.0,1.0,Principal Components (kDMD),6,,5,0.010609757738381687,5
rbf(gamma=0.03979291454067298),omega=1.0,1.0,Principal Components (kDMD),7,,5,0.010490849720698248,5
rbf(gamma=0.07958582908134595),omega=1.0,1.0,Principal Components (kDMD),7,,5,0.009899194534756739,5
rbf(gamma=0.1591716581626919),omega=1.0,1.0,Principal Components (kDMD),7,,5,0.009222363580743798,5
rbf(gamma=0.3183433163253838),omega=1.0,1.0,Principal Components (kDMD),7,,5,0.008889157342563014,5
rbf(gamma=0.6366866326507676),omega=1.0,1.0,Principal Components (kDMD),7,,5,0.009144545817440952,5
rbf(gamma=0.048804893879002685),omega=1.0,1.0,Principal Components (kDMD),8,,5,0.01170981290532036,5
rbf(gamma=0.09760978775800537),omega=1.0,1.0,Principal Components (kDMD),8,,5,0.01111363263361509,5
rbf(gamma=0.19521957551601074),omega=1.0,1.0,Principal Components (kDMD),8,,5,0.010487743035032304,5
rbf(gamma=0.3904391510320215),omega=1.0,1.0,Principal Components (kDMD),8,,5,0.010344092767172852,5
rbf(gamma=0.780878302064043),omega=1.0,1.0,Principal Components (kDMD),8,,5,0.01359173319536311,5
rbf(gamma=0.03833455846003302),omega=1.0,1.0,Principal Components (kDMD),9,,5,0.009201891720841848,5
rbf(gamma=0.07666911692006605),omega=1.0,1.0,Principal Components (kDMD),9,,5,0.008616625671981626,5
rbf(gamma=0.1533382338401321),omega=1.0,1.0,Principal Components (kDMD),9,,5,0.007869088685706016,5
rbf(gamma=0.3066764676802642),omega=1.0,1.0,Principal Components (kDMD),9,,5,0.007407932756530067,5
rbf(gamma=0.6133529353605284),omega=1.0,1.0,Principal Components (kDMD),9,,5,0.007939887355897235,5
rbf(gamma=0.050786350523342905),omega=1.0,1.0,Reduced Rank,0,,5,0.010462987811861946,5
rbf(gamma=0.10157270104668581),omega=1.0,1.0,Reduced Rank,0,,5,0.00992886569805096,5
rbf(gamma=0.20314540209337162),omega=1.0,1.0,Reduced Rank,0,,5,0.009312065095570032,5
rbf(gamma=0.40629080418674324),omega=1.0,1.0,Reduced Rank,0,,5,0.008952257483675785,5
rbf(gamma=0.8125816083734865),omega=1.0,1.0,Reduced Rank,0,,5,0.009540551193198521,5
rbf(gamma=0.03993891032482812),omega=1.0,1.0,Reduced Rank,1,,5,0.009516203713560989,5
rbf(gamma=0.07987782064965623),omega=1.0,1.0,Reduced Rank,1,,5,0.008975984734855391,5
rbf(gamma=0.15975564129931247),omega=1.0,1.0,Reduced Rank,1,,5,0.008264393941251447,5
rbf(gamma=0.31951128259862493),omega=1.0,1.0,Reduced Rank,1,,5,0.007898966459103707,5
rbf(gamma=0.6390225651972499),omega=1.0,1.0,Reduced Rank,1,,5,0.008014496395431947,5
rbf(gamma=0.05199613938182173),omega=1.0,1.0,Reduced Rank,2,,5,0.012244472387235694,5
rbf(gamma=0.10399227876364346),omega=1.0,1.0,Reduced Rank,2,,5,0.012017513377934663,5
rbf(gamma=0.20798455752728692),omega=1.0,1.0,Reduced Rank,2,,5,0.012038082836957398,5
rbf(gamma=0.41596911505457385),omega=1.0,1.0,Reduced Rank,2,,5,0.012553879037021431,5
rbf(gamma=0.8319382301091477),omega=1.0,1.0,Reduced Rank,2,,5,0.013731124682062168,5
rbf(gamma=0.03900692880861736),omega=1.0,1.0,Reduced Rank,3,,5,0.008144379860446471,5
rbf(gamma=0.07801385761723471),omega=1.0,1.0,Reduced Rank,3,,5,0.007169622082130567,5
rbf(gamma=0.15602771523446943),omega=1.0,1.0,Reduced Rank,3,,5,0.005922312625230242,5
rbf(gamma=0.31205543046893885),omega=1.0,1.0,Reduced Rank,3,,5,0.004629924660497053,5
rbf(gamma=0.6241108609378777),omega=1.0,1.0,Reduced Rank,3,,5,0.0034647916627378317,5
rbf(gamma=0.04422918706350977),omega=1.0,1.0,Reduced Rank,4,,5,0.00987320133190317,5
rbf(gamma=0.08845837412701954),omega=1.0,1.0,Reduced Rank,4,,5,0.009602826892699312,5
rbf(gamma=0.17691674825403908),omega=1.0,1.0,Reduced Rank,4,,5,0.009637261309445422,5
rbf(gamma=0.35383349650807816),omega=1.0,1.0,Reduced Rank,4,,5,0.01078483972480282,5
rbf(gamma=0.7076669930161563),omega=1.0,1.0,Reduced Rank,4,,5,0.010111152016720082,5
rbf(gamma=0.04934002200761012),omega=1.0,1.0,Reduced Rank,5,,5,0.010525511703251111,5
rbf(gamma=0.09868004401522024),omega=1.0,1.0,Reduced Rank,5,,5,0.010229332965700055,5
rbf(gamma=0.19736008803044047),omega=1.0,1.0,Reduced Rank,5,,5,0.009908420028979292,5
rbf(gamma=0.39472017606088095),omega=1.0,1.0,Reduced Rank,5,,5,0.009782211194692803,5
rbf(gamma=0.7894403521217619),omega=1.0,1.0,Reduced Rank,5,,5,0.010132500011740708,5
rbf(gamma=0.03838346396753446),omega=1.0,1.0,Reduced Rank,6,,4,0.008305503476633502,5
rbf(gamma=0.07676692793506892),omega=1.0,1.0,Reduced Rank,6,,5,0.008099882653375468,5
rbf(gamma=0.15353385587013785),omega=1.0,1.0,Reduced Rank,6,,5,0.008053934442828203,5
rbf(gamma=0.3070677117402757),omega=1.0,1.0,Reduced Rank,6,,5,0.008595004181975896,5
rbf(gamma=0.6141354234805514),omega=1.0,1.0,Reduced Rank,6,,5,0.009931587740487524,5
rbf(gamma=0.03979291454067298),omega=1.0,1.0,Reduced Rank,7,,5,0.010172238739046269,5
rbf(gamma=0.07958582908134595),omega=1.0,1.0,Reduced Rank,7,,5,0.009687160158448949,5
rbf(gamma=0.1591716581626919),omega=1.0,1.0,Reduced Rank,7,,5,0.009088207717797614,5
rbf(gamma=0.3183433163253838),omega=1.0,1.0,Reduced Rank,7,,5,0.008745038258196058,5
rbf(gamma=0.6366866326507676),omega=1.0,1.0,Reduced Rank,7,,5,0.008850901934462918,5
rbf(gamma=0.048804893879002685),omega=1.0,1.0,Reduced Rank,8,,5,0.011396381689053103,5
rbf(gamma=0.09760978775800537),omega=1.0,1.0,Reduced Rank,8,,5,0.010833419437148883,5
rbf(gamma=0.19521957551601074),omega=1.0,1.0,Reduced Rank,8,,5,0.010214748515655403,5
rbf(gamma=0.3904391510320215),omega=1.0,1.0,Reduced Rank,8,,5,0.010025262465812479,5
rbf(gamma=0.780878302064043),omega=1.0,1.0,Reduced Rank,8,,5,0.01244686577426879,5
rbf(gamma=0.03833455846003302),omega=1.0,1.0,Reduced Rank,9,,5,0.008983730181273963,5
rbf(gamma=0.07666911692006605),omega=1.0,1.0,Reduced Rank,9,,5,0.00847267350073544,5
rbf(gamma=0.1533382338401321),omega=1.0,1.0,Reduced Rank,9,,5,0.007754668374672424,5
rbf(gamma=0.3066764676802642),omega=1.0,1.0,Reduced Rank,9,,5,0.0072164810271907465,5
rbf(gamma=0.6133529353605284),omega=1.0,1.0,Reduced Rank,9,,5,0.007557199375207824,5
rbf(gamma=0.04967015997689167),omega=2.0,2.0,Principal Components (kDMD),0,,5,0.010422096601964581,5
rbf(gamma=0.09934031995378334),omega=2.0,2.0,Principal Components (kDMD),0,,5,0.009955720632502718,5
rbf(gamma=0.19868063990756668),omega=2.0,2.0,Principal Components (kDMD),0,,5,0.009754409161132238,5
rbf(gamma=0.39736127981513336),omega=2.0,2.0,Principal Components (kDMD),0,,5,0.010523460120827166,5
rbf(gamma=0.7947225596302667),omega=2.0,2.0,Principal Components (kDMD),0,,5,0.012820618062484024,5
rbf(gamma=0.04154009321464978),omega=2.0,2.0,Principal Components (kDMD),1,,5,0.010295956769429404,5
rbf(gamma=0.08308018642929955),omega=2.0,2.0,Principal Components (kDMD),1,,5,0.0098196602130457,5
rbf(gamma=0.1661603728585991),omega=2.0,2.0,Principal Components (kDMD),1,,5,0.009437389527614193,5
rbf(gamma=0.3323207457171982),omega=2.0,2.0,Principal Components (kDMD),1,,5,0.009825921206180754,5
rbf(gamma=0.6646414914343964),omega=2.0,2.0,Principal Components (kDMD),1,,5,0.01122985088493822,5
rbf(gamma=0.04506227331329258),omega=2.0,2.0,Principal Components (kDMD),2,,5,0.010506428640713161,5
rbf(gamma=0.09012454662658516),omega=2.0,2.0,Principal Components (kDMD),2,,5,0.01004844443961428,5
rbf(gamma=0.18024909325317032),omega=2.0,2.0,Principal Components (kDMD),2,,5,0.00954699778919288,5
rbf(gamma=0.36049818650634063),omega=2.0,2.0,Principal Components (kDMD),2,,5,0.009311823064104496,5
rbf(gamma=0.7209963730126813),omega=2.0,2.0,Principal Components (kDMD),2,,5,0.009831415711663127,5
rbf(gamma=0.04332840146837159),omega=2.0,2.0,Principal Components (kDMD),3,,5,0.010427134579738317,5
rbf(gamma=0.08665680293674317),omega=2.0,2.0,Principal Components (kDMD),3,,5,0.009804628787004721,5
rbf(gamma=0.17331360587348635),omega=2.0,2.0,Principal Components (kDMD),3,,5,0.009021260985009327,5
rbf(gamma=0.3466272117469727),omega=2.0,2.0,Principal Components (kDMD),3,,5,0.008523509441285548,5
rbf(gamma=0.6932544234939454),omega=2.0,2.0,Principal Components (kDMD),3,,5,0.008928067575969645,5
rbf(gamma=0.03398472766408616),omega=2.0,2.0,Principal Components (kDMD),4,,4,0.007993916313397076,5
rbf(gamma=0.06796945532817232),omega=2.0,2.0,Principal Components (kDMD),4,,5,0.007366329351978118,5
rbf(gamma=0.13593891065634464),omega=2.0,2.0,Principal Components (kDMD),4,,5,0.006497513064572691,5
rbf(gamma=0.2718778213126893),omega=2.0,2.0,Principal Components (kDMD),4,,5,0.005770586491697816,5
rbf(gamma=0.5437556426253786),omega=2.0,2.0,Principal Components (kDMD),4,,5,0.0060639497157065625,5
rbf(gamma=0.051089181933433904),omega=2.0,2.0,Principal Components (kDMD),5,,5,0.01231814344800386,5
rbf(gamma=0.10217836386686781),omega=2.0,2.0,Principal Components (kDMD),5,,5,0.011941526820202997,5
rbf(gamma=0.20435672773373562),omega=2.0,2.0,Principal Components (kDMD),5,,5,0.011752186085089322,5
rbf(gamma=0.40871345546747123),omega=2.0,2.0,Principal Components (kDMD),5,,5,0.012188331113517914,5
rbf(gamma=0.8174269109349425),omega=2.0,2.0,Principal Components (kDMD),5,,5,0.013944254122016497,5
rbf(gamma=0.05398097833893656),omega=2.0,2.0,Principal Components (kDMD),6,,5,0.01231612658717729,5
rbf(gamma=0.10796195667787312),omega=2.0,2.0,Principal Components (kDMD),6,,5,0.011921429151154572,5
rbf(gamma=0.21592391335574623),omega=2.0,2.0,Principal Components (kDMD),6,,5,0.01176695639442793,5
rbf(gamma=0.43184782671149247),omega=2.0,2.0,Principal Components (kDMD),6,,5,0.012574316984950484,5
rbf(gamma=0.8636956534229849),omega=2.0,2.0,Principal Components (kDMD),6,,5,0.014931236697675598,5
rbf(gamma=0.041782531005107114),omega=2.0,2.0,Principal Components (kDMD),7,,4,0.01165094388753396,5
rbf(gamma=0.08356506201021423),omega=2.0,2.0,Principal Components (kDMD),7,,5,0.01135887950109693,5
rbf(gamma=0.16713012402042846),omega=2.0,2.0,Principal Components (kDMD),7,,5,0.011243153500034686,5
rbf(gamma=0.3342602480408569),omega=2.0,2.0,Principal Components (kDMD),7,,5,0.01169063016315619,5
rbf(gamma=0.6685204960817138),omega=2.0,2.0,Principal Components (kDMD),7,,5,0.012678247779388307,5
rbf(gamma=0.053071965651134034),omega=2.0,2.0,Principal Components (kDMD),8,,5,0.012013740258569605,5
rbf(gamma=0.10614393130226807),omega=2.0,2.0,Principal Components (kDMD),8,,5,0.011341026311517899,5
rbf(gamma=0.21228786260453614),omega=2.0,2.0,Principal Components (kDMD),8,,5,0.010644298949528785,5
rbf(gamma=0.4245757252090723),omega=2.0,2.0,Principal Components (kDMD),8,,5,0.010495214407075237,5
rbf(gamma=0.8491514504181445),omega=2.0,2.0,Principal Components (kDMD),8,,5,0.011413766942233394,5
rbf(gamma=0.045662535070662674),omega=2.0,2.0,Principal Components (kDMD),9,,5,0.01167977053286784,5
rbf(gamma=0.09132507014132535),omega=2.0,2.0,Principal Components (kDMD),9,,5,0.011049363579471727,5
rbf(gamma=0.1826501402826507),omega=2.0,2.0,Principal Components (kDMD),9,,5,0.010397585947657939,5
rbf(gamma=0.3653002805653014),omega=2.0,2.0,Principal Components (kDMD),9,,5,0.01008732558727743,5
rbf(gamma=0.7306005611306028),omega=2.0,2.0,Principal Components (kDMD),9,,5,0.010491480422737398,5
rbf(gamma=0.04967015997689167),omega=2.0,2.0,Reduced Rank,0,,5,0.010193219237031315,5
rbf(gamma=0.09934031995378334),omega=2.0,2.0,Reduced Rank,0,,5,0.009834950076076376,5
rbf(gamma=0.19868063990756668),omega=2.0,2.0,Reduced Rank,0,,5,0.009646492487447866,5
rbf(gamma=0.39736127981513336),omega=2.0,2.0,Reduced Rank,0,,5,0.010213591319862103,5
rbf(gamma=0.7947225596302667),omega=2.0,2.0,Reduced Rank,0,,5,0.011946856182483256,5
rbf(gamma=0.04154009321464978),omega=2.0,2.0,Reduced Rank,1,,5,0.01012015498257346,5
rbf(gamma=0.08308018642929955),omega=2.0,2.0,Reduced Rank,1,,5,0.009719849454503549,5
rbf(gamma=0.1661603728585991),omega=2.0,2.0,Reduced Rank,1,,5,0.00939531129460236,5
rbf(gamma=0.3323207457171982),omega=2.0,2.0,Reduced Rank,1,,5,0.009660643604425534,5
rbf(gamma=0.6646414914343964),omega=2.0,2.0,Reduced Rank,1,,5,0.01056347144221259,5
rbf(gamma=0.04506227331329258),omega=2.0,2.0,Reduced Rank,2,,5,0.010328049768307812,5
rbf(gamma=0.09012454662658516),omega=2.0,2.0,Reduced Rank,2,,5,0.00989096244370824,5
rbf(gamma=0.18024909325317032),omega=2.0,2.0,Reduced Rank,2,,5,0.009426741821903284,5
rbf(gamma=0.36049818650634063),omega=2.0,2.0,Reduced Rank,2,,5,0.009198326507089516,5
rbf(gamma=0.7209963730126813),omega=2.0,2.0,Reduced Rank,2,,5,0.009598655725214789,5
rbf(gamma=0.04332840146837159),omega=2.0,2.0,Reduced Rank,3,,5,0.01018030243555268,5
rbf(gamma=0.08665680293674317),omega=2.0,2.0,Reduced Rank,3,,5,0.009597533582739959,5
rbf(gamma=0.17331360587348635),omega=2.0,2.0,Reduced Rank,3,,5,0.008857730075888637,5
rbf(gamma=0.3466272117469727),omega=2.0,2.0,Reduced Rank,3,,5,0.008341646552351256,5
rbf(gamma=0.6932544234939454),omega=2.0,2.0,Reduced Rank,3,,5,0.008457043545237353,5
rbf(gamma=0.03398472766408616),omega=2.0,2.0,Reduced Rank,4,,4,0.00781605716343936,5
rbf(gamma=0.06796945532817232),omega=2.0,2.0,Reduced Rank,4,,5,0.007269006346514839,5
rbf(gamma=0.13593891065634464),omega=2.0,2.0,Reduced Rank,4,,5,0.006486759464271019,5
rbf(gamma=0.2718778213126893),omega=2.0,2.0,Reduced Rank,4,,5,0.005791449076437916,5
rbf(gamma=0.5437556426253786),omega=2.0,2.0,Reduced Rank,4,,5,0.005946415582711362,5
rbf(gamma=0.051089181933433904),omega=2.0,2.0,Reduced Rank,5,,5,0.012099940736811199,5
rbf(gamma=0.10217836386686781),omega=2.0,2.0,Reduced Rank,5,,5,0.011793745805814493,5
rbf(gamma=0.20435672773373562),omega=2.0,2.0,Reduced Rank,5,,5,0.011656547752722068,5
rbf(gamma=0.40871345546747123),omega=2.0,2.0,Reduced Rank,5,,5,0.011982344366376907,5
rbf(gamma=0.8174269109349425),omega=2.0,2.0,Reduced Rank,5,,5,0.01323710628990682,5
rbf(gamma=0.05398097833893656),omega=2.0,2.0,Reduced Rank,6,,5,0.012131175072466971,5
rbf(gamma=0.10796195667787312),omega=2.0,2.0,Reduced Rank,6,,5,0.01177524091915838,5
rbf(gamma=0.21592391335574623),omega=2.0,2.0,Reduced Rank,6,,5,0.011636323731401776,5
rbf(gamma=0.43184782671149247),omega=2.0,2.0,Reduced Rank,6,,5,0.012309089920924943,5
rbf(gamma=0.8636956534229849),omega=2.0,2.0,Reduced Rank,6,,5,0.014139883585323032,5
rbf(gamma=0.041782531005107114),omega=2.0,2.0,Reduced Rank,7,,4,0.011363942629442625,5
rbf(gamma=0.08356506201021423),omega=2.0,2.0,Reduced Rank,7,,5,0.011108351815180884,5
rbf(gamma=0.16713012402042846),omega=2.0,2.0,Reduced Rank,7,,5,0.01098550330987591,5
rbf(gamma=0.3342602480408569),omega=2.0,2.0,Reduced Rank,7,,5,0.011183114742412403,5
rbf(gamma=0.6685204960817138),omega=2.0,2.0,Reduced Rank,7,,5,0.011588876636349221,5
rbf(gamma=0.053071965651134034),omega=2.0,2.0,Reduced Rank,8,,5,0.011773372434128349,5
rbf(gamma=0.10614393130226807),omega=2.0,2.0,Reduced Rank,8,,5,0.01122660876709436,5
rbf(gamma=0.21228786260453614),omega=2.0,2.0,Reduced Rank,8,,5,0.010614409297223903,5
rbf(gamma=0.4245757252090723),omega=2.0,2.0,Reduced Rank,8,,5,0.010395156088703228,5
rbf(gamma=0.8491514504181445),omega=2.0,2.0,Reduced Rank,8,,5,0.010887059067058558,5
rbf(gamma=0.045662535070662674),omega=2.0,2.0,Reduced Rank,9,,5,0.011486699314526283,5
rbf(gamma=0.09132507014132535),omega=2.0,2.0,Reduced Rank,9,,5,0.010878901753404446,5
rbf(gamma=0.1826501402826507),omega=2.0,2.0,Reduced Rank,9,,5,0.010255157443674334,5
rbf(gamma=0.3653002805653014),omega=2.0,2.0,Reduced Rank,9,,5,0.009833804494472465,5
rbf(gamma=0.7306005611306028),omega=2.0,2.0,Reduced Rank,9,,5,0.009981456130079724,5
